Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
58,Non-binary,Bachelor's,Divorced,72890,729,44683,Personal,Self-employed,15,Good,0.20513937,43986,0,Munozmouth,AK,Mali,0,1,Low
57,Female,High School,Divorced,34987,677,7301,Personal,Employed,12,Poor,0.393403747,160851,4,Navarroburgh,MH,Saint Vincent and the Grenadines,2,2,Medium
57,Male,PhD,Widowed,90030,690,43194,Business,Employed,12,Good,0.444593356,124972,0,Priceview,TN,North Macedonia,0,0,High
59,Non-binary,Bachelor's,Married,102168,790,13869,Home,Employed,0,Poor,0.583677779,166313,3,East Nathanhaven,MT,Tokelau,1,0,Low
34,Male,Bachelor's,Divorced,117686,701,30563,Personal,Self-employed,17,Good,0.585212334,66595,4,New Josephshire,IA,Turkey,1,1,Low
18,Female,High School,Single,108602,799,5332,Auto,Employed,11,Poor,0.186855687,76312,3,East Maria,LA,Grenada,4,2,Medium
64,Non-binary,High School,Divorced,80044,706,8392,Auto,Self-employed,6,Poor,0.506514339,187417,4,Paulashire,KS,British Virgin Islands,2,0,Low
35,Non-binary,PhD,Divorced,31377,690,26570,Home,Unemployed,16,Good,0.402610126,111597,3,West Michael,MO,Rwanda,0,0,Low
36,Female,Master's,Widowed,39750,649,12139,Auto,Employed,19,Fair,0.405760055,106118,3,Erinton,SD,Belarus,2,2,High
46,Female,Bachelor's,Married,46671,791,12092,Auto,Employed,2,Fair,0.120895298,105478,3,Susanmouth,VA,Mauritania,1,0,Low
53,Male,High School,Divorced,75210,629,46073,Auto,Self-employed,1,Poor,0.25279522,150556,0,West Anthony,PW,Saint Martin,0,2,Medium
50,Female,Master's,Married,39623,782,9214,Home,Self-employed,3,Good,0.338953088,193342,2,North Peterfurt,CO,Turkey,0,0,Medium
37,Non-binary,Bachelor's,Widowed,65221,763,44264,Home,Unemployed,9,Excellent,0.301995926,196053,1,Lake Jonathan,KS,Anguilla,2,0,High
48,Non-binary,Bachelor's,Widowed,109364,668,15281,Auto,Unemployed,16,Good,0.167345235,296493,3,East Jason,RI,Mauritania,2,0,Low
41,Female,PhD,Single,20185,670,37897,Business,Employed,8,Poor,0.335747279,258954,1,Moraleschester,ID,Equatorial Guinea,4,0,Medium
45,Female,High School,Widowed,28469,635,27982,Home,Unemployed,1,Good,0.576871939,168066,2,Lake Kelseymouth,PR,Ukraine,3,0,Low
43,Male,Bachelor's,Widowed,30002,614,36736,Home,Self-employed,16,Poor,0.43194053,146180,3,Lake Jillport,FM,Isle of Man,1,0,Low
57,Female,Master's,Single,39121,641,40720,Auto,Unemployed,9,Fair,0.555054319,142231,2,Port Sarahshire,AK,Western Sahara,3,0,High
33,Female,High School,Widowed,29033,648,42112,Personal,Self-employed,1,Excellent,0.308766256,88385,1,Dawntown,AK,Serbia,2,2,Medium
67,Male,Master's,Married,70806,600,22018,Business,Self-employed,9,Good,0.478277935,78437,2,Paynebury,MP,Vanuatu,3,0,Medium
35,Non-binary,High School,Widowed,80098,692,24119,Auto,Self-employed,16,Good,0.39801963,274489,0,Andrewborough,SC,Spain,2,1,Low
35,Male,Master's,Widowed,73812,735,6562,Home,Employed,0,Good,0.479255625,153107,3,Lake Jermaineville,RI,United States Virgin Islands,2,0,Medium
55,Male,Master's,Divorced,56380,758,40216,Personal,Self-employed,6,Excellent,0.149673226,179718,1,Riddleville,NM,Mexico,0,2,High
54,Male,High School,Divorced,117417,690,31631,Personal,Employed,8,Excellent,0.108748948,115543,4,Lake Helenshire,FM,Anguilla,0,2,Low
52,Male,High School,Married,77872,761,23358,Business,Unemployed,19,Poor,0.198099145,151650,4,Calderonberg,MS,Saint Kitts and Nevis,4,1,Medium
45,Non-binary,PhD,Married,36127,701,40624,Home,Employed,3,Excellent,0.408645692,32098,3,Port Jerome,MS,Andorra,4,2,Medium
28,Female,Master's,Married,55985,683,43661,Personal,Employed,13,Fair,0.435383283,247277,2,Kathleenmouth,WY,New Zealand,4,2,Low
28,Female,High School,Married,118979,777,38566,Home,Self-employed,2,Good,0.40848958,75226,3,Jamesside,TX,Liberia,0,1,Low
18,Female,PhD,Widowed,104600,612,45506,Personal,Self-employed,2,Poor,0.317302498,232364,4,Burnettmouth,FL,Congo,0,1,Low
27,Male,PhD,Married,100880,704,16656,Auto,Unemployed,13,Good,0.150136347,121449,0,South Jonathanhaven,DE,Micronesia,3,1,Low
31,Female,Master's,Married,84796,670,42344,Home,Unemployed,3,Good,0.485949304,173406,3,Villegasmouth,MP,Saint Helena,1,0,Low
45,Female,Bachelor's,Divorced,30935,668,29987,Auto,Self-employed,0,Good,0.43724482,148136,3,Amberside,SC,Yemen,2,2,Medium
41,Non-binary,PhD,Single,106348,611,16284,Home,Employed,12,Good,0.282896618,281924,0,Brownborough,SC,Kiribati,1,1,Low
60,Male,Bachelor's,Married,48805,737,13853,Business,Employed,6,Poor,0.278884656,149468,0,West Michaelberg,AK,New Zealand,1,2,Low
32,Male,Bachelor's,Single,86473,758,22117,Auto,Unemployed,11,Good,0.191076446,222848,4,West Catherineport,KS,Trinidad and Tobago,3,1,High
44,Non-binary,PhD,Widowed,98347,624,41759,Auto,Employed,13,Poor,0.153736244,124813,4,Elizabethmouth,SC,Ecuador,0,1,High
53,Male,High School,Single,90345,779,23181,Home,Self-employed,12,Fair,0.224792324,273425,0,Morgantown,SC,Gabon,1,1,Medium
64,Non-binary,Master's,Divorced,70325,762,48903,Business,Self-employed,18,Fair,0.139648585,69319,4,West Deborah,MP,Christmas Island,0,1,Low
29,Female,High School,Single,31955,684,43989,Business,Unemployed,12,Poor,0.339846184,93732,4,East Taylor,AZ,Cape Verde,2,2,Medium
49,Male,PhD,Single,41865,752,38445,Auto,Unemployed,19,Good,0.467941024,23278,0,Lisaside,KS,Belgium,3,0,Medium
39,Male,Bachelor's,Single,114182,788,29990,Business,Self-employed,8,Excellent,0.41174122,109842,4,Davisfort,AS,Andorra,4,0,Low
35,Non-binary,Bachelor's,Divorced,101454,762,16768,Personal,Unemployed,0,Poor,0.161798915,59293,2,North Richard,VI,Azerbaijan,3,2,Medium
38,Female,PhD,Single,84736,750,40252,Business,Employed,0,Excellent,0.296728131,106637,0,Sarahhaven,FL,Ghana,2,0,Low
43,Male,Master's,Single,78209,756,38755,Home,Unemployed,13,Fair,0.138585759,194063,3,Ashleychester,OK,Bhutan,1,1,Low
38,Male,High School,Single,112064,688,10974,Home,Self-employed,15,Fair,0.337285966,81989,4,Francishaven,NJ,Cape Verde,0,2,Medium
31,Male,High School,Widowed,82103,689,35465,Auto,Self-employed,16,Fair,0.591013706,297612,1,Mcguirestad,MS,Wallis and Futuna,1,2,Low
41,Female,High School,Married,52788,793,40354,Business,Employed,2,Poor,0.269787918,160676,1,South Meganfort,WY,Haiti,3,2,Low
65,Non-binary,High School,Single,106934,663,6604,Business,Unemployed,15,Poor,0.303482204,179799,4,North Steven,NJ,Hong Kong,0,2,High
34,Male,PhD,Single,109666,669,39599,Business,Unemployed,3,Poor,0.504544475,204446,0,Veronicamouth,AS,Norway,1,0,Medium
50,Male,PhD,Widowed,26677,751,14708,Business,Employed,7,Good,0.568656345,43175,2,South Michaelbury,SD,Namibia,2,1,Low
33,Non-binary,PhD,Married,77993,674,41634,Business,Employed,16,Poor,0.184486089,297870,3,Port Hannah,CT,Mayotte,2,0,Medium
69,Male,PhD,Married,114440,793,7385,Home,Unemployed,4,Poor,0.260296598,123055,4,Joshualand,NV,Mauritania,2,1,Medium
40,Male,Bachelor's,Widowed,23487,679,37928,Business,Employed,16,Good,0.548518531,287466,1,Lake Angelashire,IA,South Africa,0,2,Low
57,Male,Bachelor's,Married,96202,614,35214,Business,Self-employed,2,Excellent,0.105102513,83968,0,North Elizabethport,MT,Oman,0,2,Low
58,Female,High School,Widowed,69681,678,38486,Auto,Employed,5,Poor,0.320539968,263478,1,Langfort,OR,Grenada,3,1,Medium
43,Female,High School,Single,61798,653,16048,Auto,Employed,5,Fair,0.417949739,30769,1,Port Danielle,PR,Singapore,0,2,High
43,Male,Bachelor's,Married,115341,667,43640,Business,Employed,4,Good,0.556176885,98873,0,Lake Caitlin,MO,South Africa,3,1,Low
38,Male,PhD,Widowed,84877,794,42741,Business,Employed,2,Good,0.17454884,145375,0,South Dana,NM,Netherlands Antilles,1,1,Medium
44,Male,Master's,Married,91129,733,28923,Business,Self-employed,14,Poor,0.359394032,167719,0,Krausestad,MO,Somalia,1,0,Medium
33,Female,PhD,Single,23260,675,32826,Home,Unemployed,15,Fair,0.520563804,157830,2,Angelashire,KY,Montenegro,3,1,Low
68,Non-binary,PhD,Single,96028,628,33670,Auto,Employed,14,Excellent,0.261733238,226070,4,Amandashire,MO,Nigeria,0,1,High
66,Male,Master's,Married,106181,791,41748,Personal,Self-employed,1,Good,0.126327971,125555,0,Ericmouth,LA,Serbia,3,1,Medium
29,Male,Bachelor's,Widowed,44325,759,8667,Personal,Employed,17,Fair,0.180654957,116520,4,Marieview,CO,Svalbard & Jan Mayen Islands,0,0,Medium
50,Non-binary,Bachelor's,Widowed,38243,768,6526,Home,Employed,11,Excellent,0.401038255,71650,3,Garciachester,MS,Samoa,1,2,Low
43,Male,High School,Single,50331,743,19996,Home,Unemployed,5,Fair,0.447922929,125622,1,Beckview,IL,El Salvador,2,0,Medium
53,Male,Master's,Widowed,109622,644,19008,Business,Unemployed,13,Good,0.348430763,113344,2,New Scottburgh,KY,Dominica,4,1,Low
26,Non-binary,High School,Single,46597,620,42293,Personal,Self-employed,7,Good,0.354730426,137565,1,Thompsonborough,VA,Dominican Republic,2,0,Low
67,Non-binary,PhD,Widowed,117739,732,36335,Personal,Self-employed,18,Poor,0.531414055,203932,4,West Brent,NE,Netherlands Antilles,2,0,Medium
60,Female,Master's,Divorced,72483,774,39729,Personal,Unemployed,5,Excellent,0.129155499,203978,2,East Michelleland,DC,Russian Federation,4,1,High
67,Male,Bachelor's,Single,107340,722,17072,Business,Self-employed,18,Excellent,0.523808245,44099,2,Dorothyshire,KS,Senegal,4,1,Medium
19,Female,Master's,Single,110502,655,39218,Auto,Self-employed,1,Good,0.440230337,285565,3,Phillipsville,AL,Montserrat,4,0,Low
20,Female,High School,Widowed,37458,623,20297,Auto,Employed,14,Good,0.515530501,265360,4,Cookeview,ID,Cocos (Keeling) Islands,3,1,Low
36,Female,Bachelor's,Divorced,79507,739,39825,Home,Unemployed,8,Fair,0.26667546,114379,1,Baileyburgh,NY,Western Sahara,3,2,Low
41,Female,PhD,Widowed,78973,711,13293,Auto,Self-employed,10,Good,0.312219324,168134,0,West Josehaven,MA,Sri Lanka,4,2,Low
66,Male,High School,Single,41292,627,38343,Home,Self-employed,8,Fair,0.519535087,224860,4,Edwardshaven,KY,Guatemala,0,1,Low
60,Female,High School,Widowed,101259,635,5594,Personal,Self-employed,9,Excellent,0.158052955,262368,3,Susanchester,PA,Angola,1,2,Medium
60,Non-binary,High School,Divorced,78017,689,5201,Business,Employed,16,Poor,0.295911498,295670,2,Masseyshire,PW,Switzerland,1,1,Low
38,Non-binary,Master's,Widowed,104458,688,17609,Business,Self-employed,18,Fair,0.239254533,245863,1,Jenniferstad,IA,Niger,4,2,Low
37,Male,Bachelor's,Widowed,63352,655,24531,Business,Unemployed,13,Poor,0.117715842,141533,1,West Christopherland,GU,Ecuador,3,1,High
49,Non-binary,Bachelor's,Single,112995,617,8923,Auto,Unemployed,14,Good,0.404957686,277622,0,Phillipsburgh,NY,Gambia,0,0,Low
29,Non-binary,High School,Married,62213,719,16036,Personal,Self-employed,18,Fair,0.104980266,173093,4,New Marioberg,FM,Uzbekistan,0,1,Low
40,Non-binary,PhD,Married,45525,666,45392,Personal,Self-employed,8,Fair,0.233718414,197435,2,Johnbury,OR,Vanuatu,0,2,Low
62,Male,PhD,Divorced,108568,798,15051,Home,Employed,4,Poor,0.187800216,124685,2,Faithborough,WI,Spain,0,2,Medium
37,Male,PhD,Divorced,110859,736,6063,Business,Employed,4,Good,0.507729765,264447,2,New Katelynview,ME,South Africa,0,1,Low
52,Male,PhD,Married,64852,602,43555,Personal,Self-employed,17,Excellent,0.361896796,137653,0,Lauraton,NC,Australia,3,0,Low
62,Non-binary,High School,Single,90921,696,10535,Home,Unemployed,5,Poor,0.131425506,38709,4,Barbaraberg,IA,Mozambique,1,0,Medium
19,Female,Master's,Widowed,48780,786,7825,Auto,Self-employed,17,Excellent,0.535892142,41669,4,West Sara,PW,Madagascar,4,0,High
51,Female,PhD,Divorced,103336,748,38637,Auto,Employed,11,Excellent,0.142029619,130335,1,Mitchellmouth,MD,Timor-Leste,0,0,Low
59,Female,PhD,Divorced,113913,639,15709,Business,Unemployed,11,Poor,0.439634221,275907,4,Douglasmouth,AZ,Antarctica (the territory South of 60 deg S),3,1,Low
66,Non-binary,High School,Single,21642,673,48939,Auto,Self-employed,11,Fair,0.19300363,196205,4,North Kristiside,CT,France,1,2,High
25,Non-binary,PhD,Widowed,93588,650,15620,Personal,Employed,7,Fair,0.389558732,45571,2,Dawnfurt,IL,Reunion,0,1,Low
42,Male,Master's,Divorced,43500,648,5129,Auto,Self-employed,3,Excellent,0.151740142,260707,0,Stanleyshire,WV,United Arab Emirates,2,1,Medium
21,Male,PhD,Single,97366,728,22118,Auto,Self-employed,2,Excellent,0.529374246,117000,1,Heatherchester,MT,Guadeloupe,1,1,Low
44,Non-binary,Bachelor's,Widowed,44450,724,7177,Personal,Employed,18,Good,0.358384376,237624,4,Lake Timothyland,PW,Azerbaijan,1,0,Low
55,Male,Master's,Widowed,61423,739,21659,Business,Unemployed,1,Fair,0.266154006,130013,3,Greenstad,AS,Guinea,1,0,Low
63,Female,Master's,Widowed,49511,685,23149,Auto,Employed,12,Good,0.406816526,281074,1,Deniseshire,NJ,Grenada,1,0,High
43,Non-binary,PhD,Widowed,33587,731,23707,Home,Employed,3,Poor,0.368762396,235831,2,Larsontown,VT,El Salvador,1,0,Low
36,Non-binary,Bachelor's,Widowed,70050,684,16260,Personal,Unemployed,17,Poor,0.249107721,280121,0,Marcofort,HI,Niger,2,1,Medium
58,Non-binary,Bachelor's,Single,25461,768,24419,Auto,Self-employed,4,Good,0.587845973,167155,1,Choiberg,WI,Namibia,3,0,High
28,Non-binary,PhD,Single,72025,746,37953,Personal,Unemployed,5,Good,0.599290138,124742,2,Henryfurt,NE,Panama,4,1,Medium
19,Male,High School,Single,103298,756,28584,Personal,Employed,17,Fair,0.258362248,72929,0,Bakerburgh,MA,Egypt,2,1,Medium
63,Non-binary,Bachelor's,Widowed,114200,606,29329,Personal,Unemployed,16,Excellent,0.357838604,146348,4,Timothyborough,GU,Cameroon,4,2,Medium
46,Female,High School,Single,67404,783,26008,Personal,Employed,8,Fair,0.303486426,171597,3,Lindaville,IN,Georgia,2,1,Medium
21,Male,PhD,Married,35362,755,11546,Auto,Self-employed,17,Poor,0.408717578,175675,0,Kevinbury,GA,Bouvet Island (Bouvetoya),2,2,Medium
49,Female,High School,Married,118279,685,44812,Home,Self-employed,11,Fair,0.338918648,193205,0,Port Tina,MI,Nauru,2,2,Low
54,Male,Master's,Divorced,104559,737,11703,Personal,Employed,12,Good,0.337531887,276912,2,Perryhaven,SC,Colombia,1,0,Medium
22,Non-binary,High School,Divorced,66384,714,34477,Auto,Unemployed,2,Excellent,0.544929007,139286,3,East Heidi,CA,Estonia,1,1,Medium
24,Female,PhD,Divorced,81134,675,35068,Home,Self-employed,14,Good,0.222141747,190284,1,New Daniel,SC,Pakistan,4,1,Medium
34,Male,PhD,Single,69546,701,35235,Business,Employed,11,Poor,0.487150988,170083,1,Michelleton,MS,Netherlands,1,1,Low
69,Female,Master's,Married,31171,650,47262,Auto,Self-employed,12,Excellent,0.489093639,228830,1,Krauseburgh,OH,Kuwait,1,2,Low
25,Female,Bachelor's,Married,71030,704,38907,Business,Self-employed,16,Poor,0.404250233,290515,1,Rosschester,MS,Belize,2,2,Low
55,Female,Master's,Single,69545,621,17473,Home,Employed,1,Good,0.586080742,66718,2,New Dawn,OR,Sierra Leone,2,2,Medium
57,Male,Master's,Divorced,78916,604,9993,Business,Unemployed,18,Excellent,0.551068591,225108,1,Phamview,NH,Slovakia (Slovak Republic),2,2,Medium
51,Male,Bachelor's,Single,47075,742,21389,Auto,Self-employed,2,Fair,0.386571467,21736,2,Parkfort,TX,Western Sahara,2,2,Low
34,Female,Bachelor's,Widowed,77888,676,20200,Personal,Unemployed,0,Good,0.502860195,152883,0,East Chelsea,MA,Djibouti,4,2,Medium
57,Male,High School,Married,55843,744,36259,Home,Unemployed,1,Poor,0.554835906,41227,1,Deborahville,UT,Yemen,1,0,Low
61,Female,PhD,Widowed,87703,607,24188,Business,Self-employed,7,Excellent,0.365229566,202499,2,Sandovalview,CT,Grenada,3,0,Low
26,Non-binary,Bachelor's,Widowed,110185,789,6871,Auto,Employed,7,Poor,0.528662275,152964,1,Gordonmouth,DC,Kiribati,4,2,Medium
30,Non-binary,High School,Married,39309,752,24916,Home,Unemployed,17,Fair,0.275057191,209791,0,Mcfarlandton,IN,Algeria,2,0,High
43,Male,Bachelor's,Widowed,53241,745,41564,Home,Self-employed,5,Fair,0.282965233,141762,2,Adamsmouth,VI,Argentina,1,2,Low
66,Male,PhD,Married,81274,638,33375,Personal,Unemployed,13,Poor,0.431314247,173738,2,New Stacy,MA,South Africa,1,2,Low
40,Female,Bachelor's,Divorced,50340,604,40196,Business,Employed,8,Good,0.120125141,288367,0,Port Stevenburgh,OK,Cayman Islands,1,2,Low
54,Female,PhD,Widowed,118598,719,38460,Business,Employed,16,Fair,0.501988619,216857,3,West Angelhaven,MA,Bangladesh,2,0,Low
47,Female,Master's,Divorced,78735,769,46961,Business,Self-employed,5,Good,0.501244373,255263,0,Angelicafurt,TN,Colombia,1,0,Low
64,Male,High School,Widowed,119500,725,47174,Business,Self-employed,19,Excellent,0.553357054,235087,2,Jamesfort,LA,Uganda,4,0,Low
29,Non-binary,High School,Single,66580,614,7325,Home,Unemployed,11,Fair,0.16306733,48605,3,Butlerberg,MO,Costa Rica,2,0,High
57,Female,High School,Divorced,30935,656,28484,Auto,Employed,9,Excellent,0.388077148,240299,2,South Daniel,WY,Mayotte,2,2,Medium
28,Non-binary,High School,Widowed,92323,776,41615,Personal,Employed,12,Good,0.577896053,221392,2,Bautistaport,ID,Lao People's Democratic Republic,2,1,Low
56,Female,PhD,Married,42066,654,9110,Home,Self-employed,17,Poor,0.163652024,167220,4,West Colin,UT,French Polynesia,4,0,Medium
30,Male,Master's,Married,102246,646,22428,Auto,Self-employed,9,Good,0.283512687,203817,4,Port Johnbury,GU,Belize,3,1,Medium
56,Female,PhD,Single,32467,722,18656,Home,Employed,2,Fair,0.531532187,126294,3,Port Jonathanmouth,AS,Bosnia and Herzegovina,2,1,Medium
64,Non-binary,Bachelor's,Single,89086,794,7698,Home,Self-employed,8,Fair,0.342202061,33371,0,North Brian,PW,Antigua and Barbuda,0,0,Medium
36,Female,PhD,Widowed,51989,701,40864,Business,Unemployed,9,Poor,0.172719631,53090,2,Vanessaview,MT,Luxembourg,2,1,Medium
64,Female,Master's,Married,112407,684,20503,Auto,Employed,17,Good,0.221396815,221056,2,Mooreborough,SC,Thailand,1,1,Low
53,Non-binary,Bachelor's,Single,59536,745,19166,Home,Unemployed,19,Poor,0.112477869,237895,1,South Codyland,MP,Tajikistan,4,0,Low
61,Non-binary,High School,Divorced,33860,630,20505,Business,Self-employed,2,Fair,0.108685451,164817,0,Jocelynborough,NY,Cameroon,0,2,Medium
18,Non-binary,Master's,Married,39965,612,32359,Personal,Self-employed,11,Poor,0.338383957,163469,1,Emmaburgh,PA,Guam,2,2,Medium
24,Male,High School,Widowed,75598,630,7519,Home,Unemployed,6,Poor,0.506312238,244860,2,East Geraldfurt,MP,Rwanda,1,0,Low
18,Female,Bachelor's,Widowed,91819,653,46360,Home,Self-employed,11,Excellent,0.505514057,155063,3,Mitchellborough,CO,Cuba,1,0,Low
18,Female,Bachelor's,Widowed,83436,688,36568,Business,Employed,13,Fair,0.180271983,153571,2,Marisaview,VT,North Macedonia,3,2,Medium
43,Male,Bachelor's,Widowed,54256,786,11162,Home,Employed,17,Poor,0.528183333,113184,2,Hernandezville,MA,Saint Barthelemy,0,0,Low
67,Female,High School,Married,95207,649,13705,Auto,Self-employed,17,Excellent,0.322634259,29689,1,East Jonathan,AR,Cameroon,4,2,Low
18,Female,High School,Single,103391,655,16659,Home,Unemployed,16,Poor,0.292019929,219512,0,Craigville,PW,Rwanda,3,1,High
44,Male,High School,Single,44668,707,12930,Home,Unemployed,13,Fair,0.571458556,267676,2,South Jane,NE,Paraguay,0,1,Low
38,Non-binary,PhD,Widowed,92179,615,22546,Home,Unemployed,0,Poor,0.366882178,216296,2,New Calebhaven,TN,Croatia,4,2,Low
38,Male,High School,Married,59305,797,35495,Auto,Self-employed,6,Poor,0.420784371,124669,2,Micheleville,DE,Jamaica,1,1,Low
21,Female,Master's,Single,115148,769,40868,Personal,Unemployed,10,Fair,0.441856984,124984,4,Villarrealville,NV,Suriname,1,1,Low
30,Female,High School,Divorced,39928,699,16936,Auto,Unemployed,2,Fair,0.312279363,281975,1,Stewartland,TX,Marshall Islands,4,1,Low
68,Female,Master's,Single,52121,789,44980,Auto,Employed,6,Poor,0.188130979,244624,2,Butlerborough,TX,France,2,1,Low
21,Female,Master's,Widowed,54227,682,23780,Personal,Employed,3,Poor,0.182902415,203745,2,Devinstad,NY,Uganda,2,2,Low
61,Male,PhD,Married,109147,721,30156,Personal,Self-employed,14,Poor,0.375728624,164222,1,Ramirezland,AK,French Guiana,4,2,Low
52,Female,Bachelor's,Single,74086,771,8557,Business,Self-employed,3,Fair,0.262633729,239275,0,Simpsonfort,WI,Croatia,0,0,Medium
48,Male,Master's,Widowed,53701,647,26997,Personal,Self-employed,4,Excellent,0.136262224,299014,1,Carolburgh,VI,Slovenia,2,1,Low
42,Male,High School,Divorced,69573,604,36281,Business,Unemployed,12,Poor,0.533855186,220136,0,Lake Taylormouth,KY,Paraguay,4,1,Medium
21,Female,High School,Divorced,99149,673,18384,Auto,Unemployed,0,Fair,0.188577478,146941,0,Martintown,WI,Western Sahara,2,2,Medium
63,Male,Master's,Single,106649,645,29395,Auto,Self-employed,6,Poor,0.266260652,152983,1,Kevinmouth,NC,Niue,4,0,Medium
59,Male,PhD,Divorced,93185,673,21212,Business,Unemployed,18,Fair,0.224023152,136026,1,South Wendystad,VI,Norfolk Island,3,0,Low
30,Male,High School,Divorced,107630,657,27776,Personal,Self-employed,18,Poor,0.51589196,143800,4,Lake Martin,UT,Jordan,1,1,Medium
39,Non-binary,Bachelor's,Widowed,92776,770,24945,Auto,Employed,11,Fair,0.300149697,292413,1,Lake Meghanberg,WY,French Guiana,2,2,Low
24,Non-binary,Bachelor's,Married,104046,644,41595,Business,Self-employed,6,Fair,0.412184529,241007,0,New Hollyview,TX,Ukraine,4,2,Low
45,Female,PhD,Single,83220,660,12973,Home,Self-employed,12,Good,0.120678596,204886,3,Port Philipmouth,MI,Djibouti,2,0,Low
37,Female,Master's,Widowed,63341,643,33999,Business,Self-employed,17,Fair,0.262490159,71710,3,Jonesstad,VI,Uganda,1,2,Medium
58,Female,High School,Divorced,103094,691,12028,Personal,Employed,6,Fair,0.549779509,207924,3,West Cindyfort,IL,Georgia,1,0,Medium
52,Female,Master's,Married,30372,643,28451,Home,Self-employed,4,Excellent,0.415011687,189136,3,Lake Denise,WY,Aruba,3,0,Low
67,Female,High School,Divorced,95998,748,47430,Personal,Employed,3,Good,0.190274311,273263,2,Lake Charles,UT,Turkey,0,0,High
51,Male,Bachelor's,Married,22766,774,44307,Home,Unemployed,16,Poor,0.267092501,212794,2,Port Tammy,TX,Somalia,1,2,Medium
28,Female,PhD,Widowed,94967,620,20386,Home,Unemployed,12,Excellent,0.183438462,181280,4,Littlemouth,GA,North Macedonia,4,1,Low
49,Male,Master's,Widowed,66901,729,6725,Personal,Employed,7,Fair,0.111682151,71557,2,East Tamitown,KY,Slovakia (Slovak Republic),2,1,Low
35,Non-binary,Master's,Widowed,82805,654,40031,Business,Employed,9,Poor,0.518339788,290927,4,Port Melissa,HI,United Kingdom,3,1,Low
56,Female,Master's,Married,105970,785,20876,Business,Unemployed,6,Excellent,0.293463057,244024,2,Fisherfurt,KY,Jamaica,2,0,Low
64,Non-binary,PhD,Divorced,43485,734,25878,Auto,Employed,4,Excellent,0.515975865,120485,2,West Gerald,OH,Gambia,3,2,Low
27,Non-binary,Master's,Widowed,51212,775,10044,Business,Unemployed,8,Excellent,0.575881586,94067,2,North Cameronmouth,AS,Ethiopia,0,2,Medium
64,Male,Bachelor's,Widowed,53236,682,14357,Home,Employed,8,Good,0.361972931,74199,2,West Linda,NM,Palau,4,2,Low
69,Female,Bachelor's,Single,26566,795,15385,Business,Unemployed,2,Excellent,0.146563747,298416,3,Danielletown,MI,Liechtenstein,3,1,Low
67,Non-binary,Bachelor's,Married,57538,759,45957,Auto,Employed,3,Good,0.501034719,144912,0,Lake Baileychester,VI,Paraguay,4,1,Low
67,Male,PhD,Divorced,98349,688,23761,Home,Unemployed,17,Excellent,0.469309309,266870,0,North Amanda,NY,Morocco,4,0,Low
48,Female,Master's,Widowed,38642,698,11524,Auto,Unemployed,2,Good,0.373498673,294140,3,East Cheryl,MI,United Kingdom,3,2,Low
60,Non-binary,High School,Single,107102,749,22557,Business,Self-employed,7,Poor,0.122884439,275745,3,Kimberlyside,FM,Heard Island and McDonald Islands,3,1,Low
23,Female,High School,Single,110724,746,6011,Auto,Self-employed,9,Good,0.361240821,36257,1,New Kimberly,SD,Nauru,3,2,Low
19,Non-binary,Bachelor's,Married,71534,786,19705,Business,Unemployed,10,Poor,0.256566968,107324,3,New Christine,KY,Christmas Island,2,1,Low
38,Non-binary,High School,Widowed,104084,609,42676,Auto,Employed,7,Poor,0.494688476,225516,1,Oliviaport,NH,French Polynesia,0,1,Low
62,Non-binary,Bachelor's,Single,36163,667,26940,Business,Unemployed,14,Good,0.277411586,217694,4,Hoovermouth,VI,Botswana,0,1,Medium
20,Male,Master's,Married,68155,641,10976,Business,Self-employed,1,Excellent,0.493747023,285175,2,Port Heathertown,OK,Ukraine,4,2,Low
34,Male,High School,Single,100977,705,6563,Business,Self-employed,6,Fair,0.197385023,123530,4,Port Kylemouth,VA,Bouvet Island (Bouvetoya),3,2,Medium
64,Male,PhD,Widowed,94426,711,28099,Home,Self-employed,17,Good,0.144073159,109365,0,South Courtneyside,MP,Cuba,3,0,Medium
19,Non-binary,PhD,Divorced,69002,750,20783,Business,Unemployed,1,Excellent,0.537145674,252825,1,West Beverly,OR,Lebanon,0,0,Low
28,Non-binary,Master's,Married,86553,678,10544,Auto,Unemployed,2,Fair,0.169868206,149372,3,Ellisside,NC,Tuvalu,2,1,Low
21,Male,Bachelor's,Widowed,65706,615,32775,Auto,Unemployed,4,Fair,0.150337269,193065,3,Wilsonmouth,NC,El Salvador,3,0,Low
57,Female,Master's,Single,26674,747,18331,Business,Employed,5,Poor,0.395896557,140640,4,Timothyton,VA,Tunisia,2,0,Medium
40,Female,Master's,Single,69040,682,49344,Personal,Self-employed,11,Poor,0.339579966,34732,2,Jerryborough,MA,Saint Helena,3,2,Medium
59,Male,PhD,Widowed,43731,785,36107,Home,Self-employed,10,Poor,0.598908779,166812,2,South Charles,NC,Vanuatu,0,0,Low
56,Female,High School,Single,90540,717,36175,Business,Unemployed,2,Fair,0.425707621,279568,2,Davidport,VT,Martinique,2,0,Low
56,Non-binary,Bachelor's,Married,27546,742,22015,Auto,Employed,1,Fair,0.409211542,224150,1,Erinborough,FM,Palestinian Territory,2,1,Medium
